Credit_amount,Employment,Installment_commitment,Personal_status,Age,Existing_credits,Job,Own_telephone,Class
3275.0,>=7,1.0,male single,36.0,1,high qualif/self emp/mgmt,1,1
2223.0,>=7,4.0,male single,52.0,2,skilled,0,1
1480.0,unemployed,2.0,male single,66.0,3,unemp/unskilled non res,0,1
1371.0,1<=X<4,4.0,female div/dep/mar,25.0,1,skilled,0,0
3535.0,4<=X<7,4.0,male single,37.0,2,skilled,1,1
3509.0,4<=X<7,4.0,female div/dep/mar,25.0,1,skilled,0,1
5711.0,>=7,4.0,male single,38.0,2,high qualif/self emp/mgmt,1,1
3872.0,unemployed,2.0,female div/dep/mar,67.0,1,skilled,1,1
4933.0,4<=X<7,2.0,male single,25.0,2,skilled,0,0
1940.0,>=7,4.0,male single,60.0,1,skilled,1,1
1410.0,1<=X<4,2.0,male single,31.0,1,unskilled resident,1,1
836.0,<1,4.0,female div/dep/mar,23.0,1,unskilled resident,0,0
6468.0,unemployed,1.0,male div/sep,60.0,1,high qualif/self emp/mgmt,1,1
1941.0,1<=X<4,4.0,male single,35.0,1,unskilled resident,1,1
2675.0,>=7,3.0,male single,40.0,1,skilled,0,1
2751.0,>=7,4.0,male single,38.0,2,skilled,1,1
6224.0,>=7,4.0,male single,50.0,1,skilled,0,0
5998.0,1<=X<4,4.0,male single,27.0,1,skilled,1,0
1188.0,>=7,2.0,female div/dep/mar,39.0,1,skilled,0,0
6313.0,>=7,3.0,male single,41.0,1,high qualif/self emp/mgmt,1,1
1221.0,1<=X<4,1.0,male mar/wid,27.0,2,skilled,0,1
2892.0,>=7,3.0,male div/sep,51.0,1,skilled,0,1
3062.0,>=7,4.0,male single,32.0,1,skilled,1,1
2301.0,<1,2.0,female div/dep/mar,22.0,1,skilled,0,1
7511.0,>=7,1.0,male single,51.0,1,skilled,1,0
1258.0,<1,2.0,female div/dep/mar,22.0,2,unskilled resident,0,1
717.0,>=7,4.0,male mar/wid,54.0,2,skilled,1,1
1549.0,<1,4.0,male single,35.0,1,unemp/unskilled non res,0,1
1597.0,>=7,4.0,male single,54.0,2,skilled,0,1
1795.0,>=7,3.0,female div/dep/mar,48.0,2,unskilled resident,1,1
4272.0,>=7,1.0,female div/dep/mar,24.0,2,skilled,0,1
976.0,>=7,4.0,male single,35.0,2,skilled,0,1
7472.0,unemployed,1.0,female div/dep/mar,24.0,1,unemp/unskilled non res,0,1
9271.0,4<=X<7,2.0,male single,24.0,1,skilled,1,0
590.0,<1,3.0,male mar/wid,26.0,1,unskilled resident,0,1
930.0,>=7,4.0,male single,65.0,4,skilled,0,1
9283.0,unemployed,1.0,male single,55.0,1,high qualif/self emp/mgmt,1,1
1778.0,<1,2.0,female div/dep/mar,26.0,2,unemp/unskilled non res,0,0
907.0,<1,3.0,male mar/wid,26.0,1,skilled,1,1
484.0,4<=X<7,3.0,male mar/wid,28.0,1,unskilled resident,0,1
9629.0,4<=X<7,4.0,male single,24.0,2,skilled,1,0
3051.0,1<=X<4,3.0,male single,54.0,1,skilled,0,0
3931.0,4<=X<7,4.0,male single,46.0,1,skilled,0,0
7432.0,1<=X<4,2.0,female div/dep/mar,54.0,1,skilled,0,1
1338.0,1<=X<4,1.0,male div/sep,62.0,1,skilled,0,1
1554.0,4<=X<7,1.0,female div/dep/mar,24.0,2,skilled,1,1
15857.0,unemployed,2.0,male div/sep,43.0,1,high qualif/self emp/mgmt,0,1
1345.0,1<=X<4,4.0,male mar/wid,26.0,1,skilled,0,0
1101.0,1<=X<4,3.0,male mar/wid,27.0,2,skilled,1,1
3016.0,1<=X<4,3.0,male mar/wid,24.0,1,skilled,0,1
2712.0,>=7,2.0,male single,41.0,1,skilled,0,0
731.0,>=7,4.0,male single,47.0,2,unskilled resident,0,1
3780.0,<1,3.0,male div/sep,35.0,2,high qualif/self emp/mgmt,1,1
1602.0,>=7,4.0,male mar/wid,30.0,2,skilled,1,1
3966.0,>=7,1.0,female div/dep/mar,33.0,3,skilled,1,0
4165.0,1<=X<4,2.0,male single,36.0,2,skilled,0,0
8335.0,>=7,3.0,male single,47.0,1,skilled,0,0
6681.0,1<=X<4,4.0,male single,38.0,1,skilled,1,1
2375.0,1<=X<4,4.0,male single,44.0,2,skilled,1,1
1216.0,<1,4.0,female div/dep/mar,23.0,1,skilled,1,0
11816.0,>=7,2.0,male single,29.0,2,skilled,0,0
5084.0,>=7,2.0,female div/dep/mar,42.0,1,skilled,1,1
2327.0,<1,2.0,female div/dep/mar,25.0,1,unskilled resident,0,0
1082.0,1<=X<4,4.0,male single,48.0,2,skilled,0,0
886.0,1<=X<4,4.0,female div/dep/mar,21.0,1,skilled,0,1
601.0,<1,1.0,female div/dep/mar,23.0,1,unskilled resident,0,1
2957.0,>=7,4.0,male single,63.0,2,skilled,1,1
2611.0,>=7,4.0,male mar/wid,46.0,2,skilled,0,1
5179.0,4<=X<7,4.0,male single,29.0,1,skilled,0,0
2993.0,1<=X<4,3.0,male single,28.0,2,unskilled resident,0,1
1943.0,<1,4.0,female div/dep/mar,23.0,1,skilled,0,0
1559.0,4<=X<7,4.0,male single,50.0,1,skilled,1,1
3422.0,>=7,4.0,male single,47.0,3,skilled,1,1
3976.0,4<=X<7,2.0,male single,35.0,1,skilled,1,1
6761.0,1<=X<4,2.0,male single,68.0,2,skilled,0,0
1249.0,<1,4.0,male mar/wid,28.0,1,skilled,0,1
1364.0,4<=X<7,3.0,male single,59.0,1,skilled,0,1
709.0,>=7,4.0,male single,57.0,1,unskilled resident,0,0
2235.0,1<=X<4,4.0,male mar/wid,33.0,2,skilled,0,0
4042.0,4<=X<7,3.0,male single,43.0,2,skilled,1,1
1471.0,1<=X<4,4.0,male single,35.0,2,skilled,1,1
1442.0,4<=X<7,4.0,male single,32.0,2,unskilled resident,0,0
10875.0,>=7,2.0,male single,45.0,2,skilled,1,1
1474.0,<1,4.0,male mar/wid,33.0,1,skilled,1,1
894.0,4<=X<7,4.0,female div/dep/mar,40.0,1,skilled,1,1
3343.0,1<=X<4,4.0,male single,28.0,1,skilled,1,1
3959.0,1<=X<4,3.0,female div/dep/mar,29.0,1,skilled,1,0
3577.0,1<=X<4,1.0,male single,26.0,1,skilled,0,1
5804.0,1<=X<4,4.0,male single,27.0,2,skilled,0,1
2169.0,1<=X<4,4.0,male mar/wid,28.0,1,skilled,1,0
2439.0,<1,4.0,female div/dep/mar,35.0,1,skilled,1,0
4526.0,<1,4.0,male single,32.0,2,unskilled resident,1,1
2210.0,1<=X<4,2.0,male single,25.0,1,unskilled resident,0,0
2221.0,1<=X<4,2.0,female div/dep/mar,20.0,1,skilled,0,1
2389.0,<1,4.0,female div/dep/mar,27.0,1,skilled,0,1
3331.0,>=7,2.0,male single,42.0,1,skilled,0,1
7409.0,>=7,3.0,male single,37.0,2,skilled,0,1
652.0,>=7,4.0,female div/dep/mar,24.0,1,skilled,0,1
7678.0,4<=X<7,2.0,female div/dep/mar,40.0,2,skilled,1,1
1343.0,>=7,1.0,male single,46.0,2,skilled,0,1
1382.0,4<=X<7,4.0,male single,26.0,2,skilled,1,1
874.0,<1,4.0,female div/dep/mar,24.0,1,skilled,0,1
3590.0,1<=X<4,2.0,male single,29.0,1,unskilled resident,0,1
1322.0,1<=X<4,4.0,female div/dep/mar,40.0,2,skilled,0,1
1940.0,<1,3.0,male single,36.0,1,high qualif/self emp/mgmt,1,1
3595.0,>=7,4.0,male single,28.0,1,skilled,0,1
1422.0,<1,3.0,male single,27.0,1,high qualif/self emp/mgmt,1,0
6742.0,4<=X<7,2.0,male single,36.0,2,skilled,0,1
7814.0,4<=X<7,3.0,male single,38.0,1,high qualif/self emp/mgmt,1,1
9277.0,1<=X<4,2.0,male div/sep,48.0,1,skilled,1,1
2181.0,>=7,4.0,male single,36.0,2,skilled,0,1
1098.0,unemployed,4.0,female div/dep/mar,65.0,2,unemp/unskilled non res,0,1
4057.0,4<=X<7,3.0,male div/sep,43.0,1,skilled,1,0
795.0,<1,4.0,female div/dep/mar,53.0,1,skilled,0,0
2825.0,4<=X<7,4.0,male single,34.0,2,skilled,1,1
15672.0,1<=X<4,2.0,male single,23.0,1,skilled,1,0
6614.0,>=7,4.0,male single,34.0,2,high qualif/self emp/mgmt,1,1
7824.0,<1,3.0,male single,40.0,2,skilled,1,1
2442.0,>=7,4.0,male single,43.0,4,high qualif/self emp/mgmt,1,1
1829.0,>=7,4.0,male single,46.0,2,skilled,1,1
2171.0,1<=X<4,4.0,male single,38.0,2,unskilled resident,0,1
5800.0,1<=X<4,3.0,male single,34.0,2,skilled,1,1
1169.0,1<=X<4,4.0,male single,29.0,2,skilled,1,1
8947.0,4<=X<7,3.0,male single,31.0,1,high qualif/self emp/mgmt,1,1
2606.0,<1,4.0,female div/dep/mar,28.0,1,high qualif/self emp/mgmt,1,1
1592.0,4<=X<7,3.0,female div/dep/mar,35.0,1,skilled,0,1
2186.0,4<=X<7,1.0,female div/dep/mar,33.0,1,unskilled resident,0,1
4153.0,1<=X<4,2.0,male single,42.0,1,skilled,0,0
2625.0,>=7,2.0,male single,43.0,1,skilled,1,0
3485.0,<1,2.0,male div/sep,44.0,2,skilled,1,1
10477.0,>=7,2.0,male single,42.0,2,skilled,0,1
1386.0,1<=X<4,4.0,male mar/wid,40.0,1,skilled,1,1
1278.0,>=7,4.0,male single,36.0,1,high qualif/self emp/mgmt,1,1
1107.0,1<=X<4,2.0,male single,20.0,1,high qualif/self emp/mgmt,1,1
3763.0,4<=X<7,2.0,male single,24.0,1,unskilled resident,0,1
3711.0,1<=X<4,2.0,male mar/wid,27.0,1,skilled,0,1
3594.0,<1,1.0,female div/dep/mar,46.0,2,unskilled resident,0,1
3195.0,1<=X<4,1.0,female div/dep/mar,33.0,1,unskilled resident,0,1
4454.0,1<=X<4,4.0,female div/dep/mar,34.0,2,skilled,0,1
4736.0,<1,2.0,female div/dep/mar,25.0,1,unskilled resident,0,0
2991.0,>=7,2.0,female div/dep/mar,25.0,1,skilled,0,1
2142.0,>=7,1.0,male div/sep,28.0,1,skilled,1,1
3161.0,1<=X<4,4.0,male single,31.0,1,skilled,1,0
18424.0,1<=X<4,1.0,female div/dep/mar,32.0,1,high qualif/self emp/mgmt,1,0
2848.0,1<=X<4,1.0,male single,32.0,1,skilled,0,1
14896.0,>=7,1.0,male single,68.0,1,high qualif/self emp/mgmt,1,0
2359.0,unemployed,1.0,male div/sep,33.0,1,skilled,0,0
3345.0,>=7,4.0,male single,39.0,1,high qualif/self emp/mgmt,1,0
1817.0,1<=X<4,4.0,female div/dep/mar,28.0,2,skilled,0,1
12749.0,4<=X<7,4.0,male single,37.0,1,high qualif/self emp/mgmt,1,1
1366.0,<1,3.0,female div/dep/mar,22.0,1,skilled,0,0
2002.0,4<=X<7,3.0,male single,30.0,1,skilled,1,1
6872.0,<1,2.0,male div/sep,55.0,1,skilled,1,0
697.0,<1,4.0,male single,46.0,2,skilled,1,0
1049.0,<1,4.0,female div/dep/mar,21.0,1,skilled,0,1
10297.0,4<=X<7,4.0,male single,39.0,3,skilled,1,0
1867.0,>=7,4.0,male single,58.0,1,skilled,1,1
1344.0,1<=X<4,4.0,male single,43.0,2,unskilled resident,0,1
1747.0,<1,4.0,male single,24.0,1,unskilled resident,0,1
1670.0,<1,4.0,female div/dep/mar,22.0,1,skilled,1,0
1224.0,1<=X<4,3.0,male single,30.0,2,skilled,0,1
522.0,>=7,4.0,male single,42.0,2,skilled,1,1
1498.0,1<=X<4,4.0,female div/dep/mar,23.0,1,skilled,0,1
1919.0,<1,4.0,male single,30.0,2,high qualif/self emp/mgmt,0,0
745.0,1<=X<4,3.0,female div/dep/mar,28.0,1,unskilled resident,0,0
2063.0,<1,4.0,male mar/wid,30.0,1,high qualif/self emp/mgmt,1,1
6288.0,1<=X<4,4.0,male single,42.0,1,skilled,0,0
6842.0,1<=X<4,2.0,male single,46.0,2,high qualif/self emp/mgmt,1,1
3527.0,<1,2.0,male single,45.0,1,high qualif/self emp/mgmt,1,1
1546.0,1<=X<4,3.0,male single,31.0,1,unskilled resident,0,1
929.0,4<=X<7,4.0,male single,31.0,1,skilled,1,1
1455.0,4<=X<7,2.0,male single,42.0,3,unskilled resident,0,1
1845.0,<1,4.0,female div/dep/mar,46.0,1,skilled,0,1
8358.0,<1,1.0,female div/dep/mar,30.0,2,skilled,0,1
3349.0,<1,4.0,male single,30.0,1,skilled,1,0
2859.0,unemployed,4.0,male single,38.0,1,high qualif/self emp/mgmt,1,1
1533.0,<1,4.0,male mar/wid,43.0,1,unskilled resident,0,0
3621.0,>=7,2.0,male single,31.0,2,skilled,0,0
3590.0,unemployed,3.0,male mar/wid,40.0,3,unemp/unskilled non res,1,1
2145.0,4<=X<7,2.0,male single,24.0,2,skilled,1,0
4113.0,<1,3.0,female div/dep/mar,28.0,1,skilled,0,0
10974.0,unemployed,4.0,female div/dep/mar,26.0,2,high qualif/self emp/mgmt,1,0
1893.0,1<=X<4,4.0,female div/dep/mar,29.0,1,skilled,1,1
1231.0,>=7,4.0,female div/dep/mar,57.0,2,high qualif/self emp/mgmt,1,1
3656.0,>=7,4.0,male single,49.0,2,unskilled resident,0,1
1154.0,>=7,2.0,male single,37.0,3,unskilled resident,0,1
4006.0,1<=X<4,3.0,male single,45.0,1,unskilled resident,0,0
3069.0,>=7,4.0,male single,30.0,1,skilled,0,1
1740.0,>=7,2.0,male mar/wid,30.0,2,skilled,0,1
2353.0,1<=X<4,1.0,male div/sep,47.0,2,skilled,0,1
3556.0,1<=X<4,3.0,male single,29.0,1,skilled,0,1
2397.0,>=7,3.0,male single,35.0,2,skilled,1,0
454.0,<1,3.0,male mar/wid,22.0,1,unskilled resident,0,1
1715.0,1<=X<4,4.0,female div/dep/mar,26.0,1,skilled,0,1
2520.0,1<=X<4,4.0,male single,23.0,2,unskilled resident,0,0
3568.0,>=7,4.0,female div/dep/mar,54.0,1,high qualif/self emp/mgmt,1,1
7166.0,4<=X<7,2.0,male mar/wid,29.0,1,skilled,1,1
3939.0,1<=X<4,1.0,male single,40.0,2,unskilled resident,0,1
1514.0,1<=X<4,4.0,male single,22.0,1,skilled,0,1
7393.0,1<=X<4,1.0,male single,43.0,1,unskilled resident,0,1
1193.0,unemployed,1.0,female div/dep/mar,29.0,2,unemp/unskilled non res,0,0
7297.0,>=7,4.0,male single,36.0,1,skilled,0,0
2831.0,1<=X<4,4.0,female div/dep/mar,33.0,1,skilled,1,1
1258.0,1<=X<4,3.0,female div/dep/mar,57.0,1,unskilled resident,0,1
753.0,1<=X<4,2.0,female div/dep/mar,64.0,1,skilled,0,1
2427.0,>=7,4.0,male single,42.0,2,skilled,0,1
2538.0,>=7,4.0,male single,47.0,2,unskilled resident,0,0
1264.0,1<=X<4,2.0,male mar/wid,25.0,1,skilled,0,0
8386.0,4<=X<7,2.0,male single,49.0,1,skilled,0,0
4844.0,unemployed,3.0,male single,33.0,1,high qualif/self emp/mgmt,1,0
2923.0,1<=X<4,1.0,female div/dep/mar,28.0,1,high qualif/self emp/mgmt,1,1
8229.0,1<=X<4,2.0,male single,26.0,1,skilled,0,0
2028.0,4<=X<7,2.0,male single,30.0,2,unskilled resident,0,1
1433.0,1<=X<4,4.0,female div/dep/mar,25.0,2,skilled,0,1
6289.0,<1,2.0,male div/sep,33.0,2,skilled,0,1
1409.0,unemployed,2.0,female div/dep/mar,64.0,1,skilled,0,1
6579.0,unemployed,4.0,male single,29.0,1,high qualif/self emp/mgmt,1,1
1743.0,>=7,4.0,male single,48.0,2,unskilled resident,0,1
3565.0,<1,2.0,male single,37.0,2,unskilled resident,0,1
1569.0,>=7,4.0,male single,34.0,1,unskilled resident,0,1
1936.0,4<=X<7,2.0,male mar/wid,23.0,2,unskilled resident,0,1
3959.0,unemployed,4.0,male single,30.0,1,high qualif/self emp/mgmt,1,1
2390.0,>=7,4.0,male single,50.0,1,skilled,1,1
1736.0,4<=X<7,3.0,female div/dep/mar,31.0,1,unskilled resident,0,1
3857.0,1<=X<4,4.0,male div/sep,40.0,1,high qualif/self emp/mgmt,1,1
804.0,>=7,4.0,male single,38.0,1,skilled,0,1
1845.0,1<=X<4,4.0,male single,23.0,1,skilled,1,0
4576.0,unemployed,3.0,male single,27.0,1,skilled,0,1
